gene	depth	guuid
PmrB	65	11540ee1-36b6-4b88-a504-96dd0bc62866
Sat2	79	11540ee1-36b6-4b88-a504-96dd0bc62866
Sul2	70	11540ee1-36b6-4b88-a504-96dd0bc62866
TEM-1	85	11540ee1-36b6-4b88-a504-96dd0bc62866
Tet(B)	101	11540ee1-36b6-4b88-a504-96dd0bc62866
GlpT	73	116728ac-c5bc-48d0-92aa-be006e960c63
MarR	54	116728ac-c5bc-48d0-92aa-be006e960c63
CMY-2	495	118daa11-832b-4e44-b992-326e9e09598d
GlpT	69	118daa11-832b-4e44-b992-326e9e09598d
PmrB	95	118daa11-832b-4e44-b992-326e9e09598d
CyaA	83	11920d60-062e-434e-9577-fad75e0ab472
GlpT	70	11920d60-062e-434e-9577-fad75e0ab472
UhpT	84	11920d60-062e-434e-9577-fad75e0ab472
GlpT	99	119b887b-9e76-462a-a680-8dbad468280b
MarR	80	119b887b-9e76-462a-a680-8dbad468280b
PmrB	125	119b887b-9e76-462a-a680-8dbad468280b
APH(3')-IIa	87	11c0ca61-3084-4173-b383-c168687a362e
APH(6)-Ic	59	11c0ca61-3084-4173-b383-c168687a362e
BLMT	78	11c0ca61-3084-4173-b383-c168687a362e
CyaA	38	11c0ca61-3084-4173-b383-c168687a362e
GlpT	33	11c0ca61-3084-4173-b383-c168687a362e
PmrB	37	11c0ca61-3084-4173-b383-c168687a362e
TEM-1	221	11c0ca61-3084-4173-b383-c168687a362e
Tet(A)	125	11c0ca61-3084-4173-b383-c168687a362e
GlpT	81	11f973e0-91ed-41ee-b700-659682615cae
MarR	84	11f973e0-91ed-41ee-b700-659682615cae
ParE	81	11f973e0-91ed-41ee-b700-659682615cae
PmrB	73	11f973e0-91ed-41ee-b700-659682615cae
GlpT	74	1215eb4a-ce44-4d93-a303-a9ac6fe60579
ParE	99	1215eb4a-ce44-4d93-a303-a9ac6fe60579
PmrB	102	1215eb4a-ce44-4d93-a303-a9ac6fe60579
PtsI	88	1215eb4a-ce44-4d93-a303-a9ac6fe60579
UhpT	108	1215eb4a-ce44-4d93-a303-a9ac6fe60579
AAC(6')-Ib-cr5	119	121ead9f-fd2e-4373-91bf-4d5a6b314c82
CatB3	101	121ead9f-fd2e-4373-91bf-4d5a6b314c82
GlpT	82	121ead9f-fd2e-4373-91bf-4d5a6b314c82
GyrA	83	121ead9f-fd2e-4373-91bf-4d5a6b314c82
O-acetyltransferase	98	121ead9f-fd2e-4373-91bf-4d5a6b314c82
OXA-1	71	121ead9f-fd2e-4373-91bf-4d5a6b314c82
ParC	93	121ead9f-fd2e-4373-91bf-4d5a6b314c82
ParE	88	121ead9f-fd2e-4373-91bf-4d5a6b314c82
Sul2	115	121ead9f-fd2e-4373-91bf-4d5a6b314c82
Tet(B)	163	121ead9f-fd2e-4373-91bf-4d5a6b314c82
UhpT	94	121ead9f-fd2e-4373-91bf-4d5a6b314c82
APH(3'')-Ib	136	121f3bfc-75d7-4e0a-8671-e89c3798f154
APH(6)-Id	152.5	121f3bfc-75d7-4e0a-8671-e89c3798f154
CyaA	96	121f3bfc-75d7-4e0a-8671-e89c3798f154
DfrA14	162	121f3bfc-75d7-4e0a-8671-e89c3798f154
GlpT	89	121f3bfc-75d7-4e0a-8671-e89c3798f154
Sul2	130	121f3bfc-75d7-4e0a-8671-e89c3798f154
TEM-1	152	121f3bfc-75d7-4e0a-8671-e89c3798f154
GlpT	67	12215ec0-8272-4614-84ef-3f7582428119
ParE	102	12215ec0-8272-4614-84ef-3f7582428119
PmrB	95	12215ec0-8272-4614-84ef-3f7582428119
PtsI	97	12215ec0-8272-4614-84ef-3f7582428119
UhpT	99	12215ec0-8272-4614-84ef-3f7582428119
GlpT	28	124e4d35-5c25-4d00-b9cf-af4b304509cd
PmrB	32	124e4d35-5c25-4d00-b9cf-af4b304509cd
APH(3'')-Ib	135	1266f7c3-0745-44db-afdc-f9b4f21a88d3
APH(6)-Id	148	1266f7c3-0745-44db-afdc-f9b4f21a88d3
GlpT	54	1266f7c3-0745-44db-afdc-f9b4f21a88d3
MarR	44	1266f7c3-0745-44db-afdc-f9b4f21a88d3
Sul2	90	1266f7c3-0745-44db-afdc-f9b4f21a88d3
TEM-1	167	1266f7c3-0745-44db-afdc-f9b4f21a88d3
ampC	58	1266f7c3-0745-44db-afdc-f9b4f21a88d3
CyaA	90	127aceb4-dd16-4c2c-aa20-56c079a420b9
GlpT	61	127aceb4-dd16-4c2c-aa20-56c079a420b9
ParC	78	127aceb4-dd16-4c2c-aa20-56c079a420b9
UhpT	93	127aceb4-dd16-4c2c-aa20-56c079a420b9
GlpT	82	12885be0-e7d8-4fb7-bab1-de366f8a2a15
MarR	87	12885be0-e7d8-4fb7-bab1-de366f8a2a15
TEM-1	163	12885be0-e7d8-4fb7-bab1-de366f8a2a15
GlpT	91	12aad752-bc82-4b40-89c2-dfed9933a0a0
MarR	77	12aad752-bc82-4b40-89c2-dfed9933a0a0
PmrB	91	12aad752-bc82-4b40-89c2-dfed9933a0a0
UhpT	103	12aad752-bc82-4b40-89c2-dfed9933a0a0
CyaA	106	12aed461-f92b-432d-b18d-752859df359b
GlpT	80	12aed461-f92b-432d-b18d-752859df359b
ParC	106	12aed461-f92b-432d-b18d-752859df359b
GlpT	75	12be53ca-40b7-4914-ad58-8720a11f8564
MarR	86	12be53ca-40b7-4914-ad58-8720a11f8564
PmrB	92	12be53ca-40b7-4914-ad58-8720a11f8564
1	145	12c1b9c1-90fe-4af1-9e00-fef38d0d1669
AadA1	139	12c1b9c1-90fe-4af1-9e00-fef38d0d1669
GlpT	75.5	12c1b9c1-90fe-4af1-9e00-fef38d0d1669
PmrB	90	12c1b9c1-90fe-4af1-9e00-fef38d0d1669
Sul1	138	12c1b9c1-90fe-4af1-9e00-fef38d0d1669
TEM-1	209	12c1b9c1-90fe-4af1-9e00-fef38d0d1669
1	113	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
AadA5	103	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
CyaA	88	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
DfrA17	133	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
GlpT	58	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
Sul1	107	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
TEM-1	155	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
Tet(B)	153	12cf0731-f4b8-4d9a-9bfe-40bb9a3eceea
1	112	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
2'-phosphotransferase	127	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
APH(3'')-Ib	99	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
APH(6)-Id	106	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
DfrA14	123	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
GlpT	63	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
PmrB	68	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
Sul1	88	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
Sul2	106	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
Tet(A)	94	12cf7289-b9c2-47d1-95d5-1f3291a9b3af
GlpT	101	131e5e5f-9e96-4d4e-a0a0-fd3398f6e5c8
MarR	102	131e5e5f-9e96-4d4e-a0a0-fd3398f6e5c8
PmrB	100	131e5e5f-9e96-4d4e-a0a0-fd3398f6e5c8
TEM-1	147	131e5e5f-9e96-4d4e-a0a0-fd3398f6e5c8
GlpT	44	1321227c-a885-4f7e-9953-5e8a958f6cb0
O-acetyltransferase	51	1321227c-a885-4f7e-9953-5e8a958f6cb0
PmrB	42	1321227c-a885-4f7e-9953-5e8a958f6cb0
TEM-1	55	1321227c-a885-4f7e-9953-5e8a958f6cb0
CTX-M-1	204	133342e5-2de3-4716-9137-1cad6f68c219
GlpT	123	133342e5-2de3-4716-9137-1cad6f68c219
GyrA	127	133342e5-2de3-4716-9137-1cad6f68c219
ParE	135	133342e5-2de3-4716-9137-1cad6f68c219
PmrB	127	133342e5-2de3-4716-9137-1cad6f68c219
PtsI	128	133342e5-2de3-4716-9137-1cad6f68c219
TEM-1	505	133342e5-2de3-4716-9137-1cad6f68c219
UhpT	132	133342e5-2de3-4716-9137-1cad6f68c219
DfrA1	150	134e3804-6600-4b91-ab59-5ccc36b172c7
GlpT	75	134e3804-6600-4b91-ab59-5ccc36b172c7
ParE	86	134e3804-6600-4b91-ab59-5ccc36b172c7
PmrB	94	134e3804-6600-4b91-ab59-5ccc36b172c7
QnrB19	654	134e3804-6600-4b91-ab59-5ccc36b172c7
Sul2	121	134e3804-6600-4b91-ab59-5ccc36b172c7
TEM-1	147	134e3804-6600-4b91-ab59-5ccc36b172c7
Tet(A)	110	134e3804-6600-4b91-ab59-5ccc36b172c7
UhpT	90	134e3804-6600-4b91-ab59-5ccc36b172c7
1	243	135e7616-54ba-4aa7-aebb-09003f5b54a6
AadA1	249	135e7616-54ba-4aa7-aebb-09003f5b54a6
DfrA1	274	135e7616-54ba-4aa7-aebb-09003f5b54a6
GlpT	56	135e7616-54ba-4aa7-aebb-09003f5b54a6
PmrB	61	135e7616-54ba-4aa7-aebb-09003f5b54a6
Sul1	223	135e7616-54ba-4aa7-aebb-09003f5b54a6
TEM-1	254	135e7616-54ba-4aa7-aebb-09003f5b54a6
APH(3'')-Ib	111	138cf490-f020-4288-aed9-9e2908b27c3d
APH(3')-Ia	155	138cf490-f020-4288-aed9-9e2908b27c3d
APH(6)-Id	132	138cf490-f020-4288-aed9-9e2908b27c3d
DfrA5	109	138cf490-f020-4288-aed9-9e2908b27c3d
Sul2	82	138cf490-f020-4288-aed9-9e2908b27c3d
TEM-1	134	138cf490-f020-4288-aed9-9e2908b27c3d
Tet(B)	98	138cf490-f020-4288-aed9-9e2908b27c3d
1	230	138d2644-15f2-430b-9edb-57681d785b88
2'-phosphotransferase	206	138d2644-15f2-430b-9edb-57681d785b88
AAC(3)-IId	203	138d2644-15f2-430b-9edb-57681d785b88
APH(3'')-Ib	145	138d2644-15f2-430b-9edb-57681d785b88
APH(6)-Id	119	138d2644-15f2-430b-9edb-57681d785b88
AadA1	166	138d2644-15f2-430b-9edb-57681d785b88
AadA2	95	138d2644-15f2-430b-9edb-57681d785b88
DfrA1	169	138d2644-15f2-430b-9edb-57681d785b88
DfrA12	86	138d2644-15f2-430b-9edb-57681d785b88
GyrA	81	138d2644-15f2-430b-9edb-57681d785b88
O-acetyltransferase	103	138d2644-15f2-430b-9edb-57681d785b88
ParC	96	138d2644-15f2-430b-9edb-57681d785b88
ParE	95	138d2644-15f2-430b-9edb-57681d785b88
PmrB	87	138d2644-15f2-430b-9edb-57681d785b88
QepA	50	138d2644-15f2-430b-9edb-57681d785b88
Sul1	203	138d2644-15f2-430b-9edb-57681d785b88
Sul2	128	138d2644-15f2-430b-9edb-57681d785b88
TEM-1	371	138d2644-15f2-430b-9edb-57681d785b88
Tet(A)	126	138d2644-15f2-430b-9edb-57681d785b88
GlpT	92	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
GyrA	83	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
ParC	112	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
ParE	106	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
PmrB	105	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
PtsI	94	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
Tet(A)	138	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
UhpT	118	13988ef8-d9e1-47bb-81f6-ad5aaea12f6e
AAC(3)-IId	96	13a4b49b-f57c-461a-9330-21d2a597eb54
CyaA	82	13a4b49b-f57c-461a-9330-21d2a597eb54
GlpT	76	13a4b49b-f57c-461a-9330-21d2a597eb54
GyrA	74	13a4b49b-f57c-461a-9330-21d2a597eb54
O-acetyltransferase	125	13a4b49b-f57c-461a-9330-21d2a597eb54
ParC	77	13a4b49b-f57c-461a-9330-21d2a597eb54
TEM-1	124	13a4b49b-f57c-461a-9330-21d2a597eb54
Tet(B)	133	13a4b49b-f57c-461a-9330-21d2a597eb54
APH(3'')-Ib	153	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
APH(6)-Id	146	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
GlpT	72	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
PmrB	74	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
Sul2	155	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
TEM-1	151.5	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
ampC	60	13aebca2-08ae-4b2a-9b52-a1eb00d276e3
GlpT	86	13b3bd6e-7144-466e-ae4f-a37779fd5906
ParE	103	13b3bd6e-7144-466e-ae4f-a37779fd5906
PmrB	107	13b3bd6e-7144-466e-ae4f-a37779fd5906
UhpT	114	13b3bd6e-7144-466e-ae4f-a37779fd5906
1	140	13b9e568-3015-4937-8e5a-7903f88d6cd3
2'-phosphotransferase	104	13b9e568-3015-4937-8e5a-7903f88d6cd3
AAC(3)-IId	118	13b9e568-3015-4937-8e5a-7903f88d6cd3
APH(3'')-Ib	130	13b9e568-3015-4937-8e5a-7903f88d6cd3
APH(6)-Id	102.5	13b9e568-3015-4937-8e5a-7903f88d6cd3
AadA5	123	13b9e568-3015-4937-8e5a-7903f88d6cd3
DfrA17	127	13b9e568-3015-4937-8e5a-7903f88d6cd3
GlpT	65	13b9e568-3015-4937-8e5a-7903f88d6cd3
GyrA	64	13b9e568-3015-4937-8e5a-7903f88d6cd3
ParC	76	13b9e568-3015-4937-8e5a-7903f88d6cd3
ParE	76	13b9e568-3015-4937-8e5a-7903f88d6cd3
PmrB	78	13b9e568-3015-4937-8e5a-7903f88d6cd3
PtsI	67	13b9e568-3015-4937-8e5a-7903f88d6cd3
Sul1	110	13b9e568-3015-4937-8e5a-7903f88d6cd3
Sul2	106	13b9e568-3015-4937-8e5a-7903f88d6cd3
TEM-1	123	13b9e568-3015-4937-8e5a-7903f88d6cd3
Tet(A)	115	13b9e568-3015-4937-8e5a-7903f88d6cd3
UhpT	87	13b9e568-3015-4937-8e5a-7903f88d6cd3
GlpT	51	13d253e5-6b93-4640-8c98-d7d74d63632a
PmrB	58	13d253e5-6b93-4640-8c98-d7d74d63632a
GlpT	41	13d3ec82-fdc0-4640-98ce-57d28483ea4c
MarR	36	13d3ec82-fdc0-4640-98ce-57d28483ea4c
PmrB	48	13d3ec82-fdc0-4640-98ce-57d28483ea4c
2'-phosphotransferase	114	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
APH(3'')-Ib	134	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
APH(6)-Id	146	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
GlpT	72	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
PmrB	80	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
Sul2	125	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
TEM-1	139	13ecbd76-da32-4fc4-8d8d-ba85b71fd0a7
GlpT	92	13fbe699-0d4a-4f06-9441-57b843cc75fd
1	334	14051895-1e3c-40aa-b07a-9a600c743253
2'-phosphotransferase	138	14051895-1e3c-40aa-b07a-9a600c743253
AAC(6')-Ib-cr5	48	14051895-1e3c-40aa-b07a-9a600c743253
APH(3')-Ia	84	14051895-1e3c-40aa-b07a-9a600c743253
AadA2	382	14051895-1e3c-40aa-b07a-9a600c743253
CatB3	67	14051895-1e3c-40aa-b07a-9a600c743253
DfrA12	307	14051895-1e3c-40aa-b07a-9a600c743253
GlpT	45	14051895-1e3c-40aa-b07a-9a600c743253
OXA-1	117	14051895-1e3c-40aa-b07a-9a600c743253
PmrB	51	14051895-1e3c-40aa-b07a-9a600c743253
Sul1	145	14051895-1e3c-40aa-b07a-9a600c743253
UhpT	57	14051895-1e3c-40aa-b07a-9a600c743253
1	104	14072609-f43f-482d-a7d4-fae5bd9510f0
AadA1	127	14072609-f43f-482d-a7d4-fae5bd9510f0
GlpT	70	14072609-f43f-482d-a7d4-fae5bd9510f0
PmrB	95	14072609-f43f-482d-a7d4-fae5bd9510f0
SHV-1	114	14072609-f43f-482d-a7d4-fae5bd9510f0
Sul1	115	14072609-f43f-482d-a7d4-fae5bd9510f0
APH(3')-Ia	383	143ea8bb-bf32-4c0f-8204-d95d97214c11
GlpT	74	143ea8bb-bf32-4c0f-8204-d95d97214c11
GyrA	81	143ea8bb-bf32-4c0f-8204-d95d97214c11
ParE	83	143ea8bb-bf32-4c0f-8204-d95d97214c11
PmrB	94	143ea8bb-bf32-4c0f-8204-d95d97214c11
PtsI	88	143ea8bb-bf32-4c0f-8204-d95d97214c11
TEM-40	325	143ea8bb-bf32-4c0f-8204-d95d97214c11
Tet(B)	148	143ea8bb-bf32-4c0f-8204-d95d97214c11
UhpT	101	143ea8bb-bf32-4c0f-8204-d95d97214c11
APH(3'')-Ib	95	14534de7-4a7b-469b-8451-5bda30ac96b6
APH(6)-Id	100	14534de7-4a7b-469b-8451-5bda30ac96b6
DfrA5	101	14534de7-4a7b-469b-8451-5bda30ac96b6
GlpT	64	14534de7-4a7b-469b-8451-5bda30ac96b6
PmrB	75	14534de7-4a7b-469b-8451-5bda30ac96b6
Sul2	108	14534de7-4a7b-469b-8451-5bda30ac96b6
TEM-1	125	14534de7-4a7b-469b-8451-5bda30ac96b6
Tet(A)	96	14534de7-4a7b-469b-8451-5bda30ac96b6
1	168	1473f11c-f093-4226-b43d-769fbe75a462
AadA1	234	1473f11c-f093-4226-b43d-769fbe75a462
DfrA1	71	1473f11c-f093-4226-b43d-769fbe75a462
GlpT	84.5	1473f11c-f093-4226-b43d-769fbe75a462
PmrB	86	1473f11c-f093-4226-b43d-769fbe75a462
Sat2	90	1473f11c-f093-4226-b43d-769fbe75a462
Sul1	172	1473f11c-f093-4226-b43d-769fbe75a462
1	87	1476921a-ea8e-43cd-860e-95162df00594
2'-phosphotransferase	92	1476921a-ea8e-43cd-860e-95162df00594
AAC(6')-Ib-cr5	101.5	1476921a-ea8e-43cd-860e-95162df00594
AadA5	91	1476921a-ea8e-43cd-860e-95162df00594
CTX-M-15	103	1476921a-ea8e-43cd-860e-95162df00594
CatB3	92	1476921a-ea8e-43cd-860e-95162df00594
DfrA17	76	1476921a-ea8e-43cd-860e-95162df00594
GlpT	53	1476921a-ea8e-43cd-860e-95162df00594
GyrA	63	1476921a-ea8e-43cd-860e-95162df00594
OXA-1	85	1476921a-ea8e-43cd-860e-95162df00594
ParC	69	1476921a-ea8e-43cd-860e-95162df00594
ParE	73	1476921a-ea8e-43cd-860e-95162df00594
PmrB	68	1476921a-ea8e-43cd-860e-95162df00594
Sul1	94	1476921a-ea8e-43cd-860e-95162df00594
Tet(A)	101	1476921a-ea8e-43cd-860e-95162df00594
GlpT	73	14913dae-2ac7-412c-9097-36b0dab1916c
PmrB	70	14913dae-2ac7-412c-9097-36b0dab1916c
GlpT	66	14a321f8-c44e-4752-9d37-16353aad3cb0
MarR	47	14a321f8-c44e-4752-9d37-16353aad3cb0
PmrB	83	14a321f8-c44e-4752-9d37-16353aad3cb0
APH(3'')-Ib	88	14bf1a04-5376-4323-a26b-982e0a2a4a68
APH(6)-Id	83	14bf1a04-5376-4323-a26b-982e0a2a4a68
GlpT	81	14bf1a04-5376-4323-a26b-982e0a2a4a68
PmrB	93	14bf1a04-5376-4323-a26b-982e0a2a4a68
Sul2	91	14bf1a04-5376-4323-a26b-982e0a2a4a68
TEM-1	104	14bf1a04-5376-4323-a26b-982e0a2a4a68
1	98	14ca074a-80e2-4491-84fa-74ee2c670315
2'-phosphotransferase	84	14ca074a-80e2-4491-84fa-74ee2c670315
AAC(3)-IId	122	14ca074a-80e2-4491-84fa-74ee2c670315
APH(3'')-Ib	95	14ca074a-80e2-4491-84fa-74ee2c670315
APH(6)-Id	97.5	14ca074a-80e2-4491-84fa-74ee2c670315
AadA5	111	14ca074a-80e2-4491-84fa-74ee2c670315
DfrA17	124	14ca074a-80e2-4491-84fa-74ee2c670315
GlpT	71	14ca074a-80e2-4491-84fa-74ee2c670315
GyrA	69	14ca074a-80e2-4491-84fa-74ee2c670315
ParE	86	14ca074a-80e2-4491-84fa-74ee2c670315
PmrB	95	14ca074a-80e2-4491-84fa-74ee2c670315
PtsI	76	14ca074a-80e2-4491-84fa-74ee2c670315
Sul1	95	14ca074a-80e2-4491-84fa-74ee2c670315
Sul2	106	14ca074a-80e2-4491-84fa-74ee2c670315
TEM-1	136	14ca074a-80e2-4491-84fa-74ee2c670315
Tet(A)	96	14ca074a-80e2-4491-84fa-74ee2c670315
UhpT	99	14ca074a-80e2-4491-84fa-74ee2c670315
GlpT	81	14f54dbb-eed0-452b-9d3d-69c89674a941
PmrB	125	14f54dbb-eed0-452b-9d3d-69c89674a941
UhpT	105	14f54dbb-eed0-452b-9d3d-69c89674a941
1	119	1508004e-fd9a-4167-b5d6-fb9b819a541d
AadA1	135	1508004e-fd9a-4167-b5d6-fb9b819a541d
GlpT	69	1508004e-fd9a-4167-b5d6-fb9b819a541d
PmrB	91	1508004e-fd9a-4167-b5d6-fb9b819a541d
Sul1	95	1508004e-fd9a-4167-b5d6-fb9b819a541d
GlpT	59	152210e4-f7b5-466c-b466-d0b69cb0d7ad
PmrB	65	152210e4-f7b5-466c-b466-d0b69cb0d7ad
GlpT	73	15473405-3545-4b0d-bdcf-3b331fc75407
PmrB	83	15473405-3545-4b0d-bdcf-3b331fc75407
UhpT	79	15473405-3545-4b0d-bdcf-3b331fc75407
GlpT	95	1548db2f-ef04-4cc9-9a11-c0e2463b3421
APH(3'')-Ib	159	155f9706-8134-48de-af45-0d0269a580ce
APH(6)-Id	148	155f9706-8134-48de-af45-0d0269a580ce
CyaA	108	155f9706-8134-48de-af45-0d0269a580ce
GlpT	83	155f9706-8134-48de-af45-0d0269a580ce
Sul2	148	155f9706-8134-48de-af45-0d0269a580ce
Tet(A)	141	155f9706-8134-48de-af45-0d0269a580ce
CyaA	55	15ce177f-ee4e-426e-bb10-7687146d09f9
GlpT	49	15ce177f-ee4e-426e-bb10-7687146d09f9
GlpT	77	15e083a4-71fa-4eff-9bb8-c421295d2b13
GyrA	73	15e083a4-71fa-4eff-9bb8-c421295d2b13
MarR	72	15e083a4-71fa-4eff-9bb8-c421295d2b13
PmrB	69	15e083a4-71fa-4eff-9bb8-c421295d2b13
GlpT	72	15f62f5b-f0f0-4ae5-b6b4-372a4f3e17b7
MarR	62	15f62f5b-f0f0-4ae5-b6b4-372a4f3e17b7
PmrB	89	15f62f5b-f0f0-4ae5-b6b4-372a4f3e17b7
GlpT	67	161110f8-bfc6-4b77-a674-6aedf8f95b89
PmrB	88	161110f8-bfc6-4b77-a674-6aedf8f95b89
CTX-M-27	183	1625ddc9-17be-449c-b500-f3a199d5afd1
GlpT	59	1625ddc9-17be-449c-b500-f3a199d5afd1
GyrA	60	1625ddc9-17be-449c-b500-f3a199d5afd1
ParC	60	1625ddc9-17be-449c-b500-f3a199d5afd1
ParE	67	1625ddc9-17be-449c-b500-f3a199d5afd1
PmrB	70	1625ddc9-17be-449c-b500-f3a199d5afd1
PtsI	83	1625ddc9-17be-449c-b500-f3a199d5afd1
UhpT	58	1625ddc9-17be-449c-b500-f3a199d5afd1
GlpT	83	1648a8a9-b194-45ac-83ff-58d69de7132a
MarR	73	1648a8a9-b194-45ac-83ff-58d69de7132a
PmrB	90	1648a8a9-b194-45ac-83ff-58d69de7132a
GlpT	72	1669d8c0-3133-4339-9d49-9e10e6bc5e64
PmrB	80	1669d8c0-3133-4339-9d49-9e10e6bc5e64
UhpT	87	1669d8c0-3133-4339-9d49-9e10e6bc5e64
1	153	16873c0d-5d78-4584-972f-95d635d15200
AAC(3)-VIa	106	16873c0d-5d78-4584-972f-95d635d15200
AadA1	321	16873c0d-5d78-4584-972f-95d635d15200
GlpT	79	16873c0d-5d78-4584-972f-95d635d15200
GyrA	76	16873c0d-5d78-4584-972f-95d635d15200
Lnu(G)	359	16873c0d-5d78-4584-972f-95d635d15200
PmrB	88	16873c0d-5d78-4584-972f-95d635d15200
Sul1	126	16873c0d-5d78-4584-972f-95d635d15200
TEM-1	256	16873c0d-5d78-4584-972f-95d635d15200
Tet(A)	126	16873c0d-5d78-4584-972f-95d635d15200
GlpT	81	168d8c17-4c5c-4df2-8082-4e8170087c78
MarR	65	168d8c17-4c5c-4df2-8082-4e8170087c78
PmrB	84	168d8c17-4c5c-4df2-8082-4e8170087c78
APH(3'')-Ib	154	1692dc98-c664-4223-b79c-7be352ab35c2
APH(6)-Id	130	1692dc98-c664-4223-b79c-7be352ab35c2
GlpT	95	1692dc98-c664-4223-b79c-7be352ab35c2
MarR	90	1692dc98-c664-4223-b79c-7be352ab35c2
PmrB	101	1692dc98-c664-4223-b79c-7be352ab35c2
Sul2	139	1692dc98-c664-4223-b79c-7be352ab35c2
AAC(3)-IIe	201	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787
CyaA	79	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787
GlpT	63	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787
GyrA	65	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787
TEM-1	203	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787
Tet(A)	180	16b8b4dd-bc5e-4fb1-9291-1c3a1a0d5787
GlpT	92	16d44331-086e-4a5a-ade7-3a14d7bdcbcd
GyrA	90	16d44331-086e-4a5a-ade7-3a14d7bdcbcd
ParC	107	16d44331-086e-4a5a-ade7-3a14d7bdcbcd
PmrB	126	16d44331-086e-4a5a-ade7-3a14d7bdcbcd
TEM-1	265	16d44331-086e-4a5a-ade7-3a14d7bdcbcd
1	74	16d8b1ce-be42-4067-b825-785b289665d2
2'-phosphotransferase	52	16d8b1ce-be42-4067-b825-785b289665d2
AAC(3)-IId	58	16d8b1ce-be42-4067-b825-785b289665d2
AadA2	63	16d8b1ce-be42-4067-b825-785b289665d2
DfrA12	71	16d8b1ce-be42-4067-b825-785b289665d2
GlpT	58	16d8b1ce-be42-4067-b825-785b289665d2
ParE	58	16d8b1ce-be42-4067-b825-785b289665d2
PmrB	63	16d8b1ce-be42-4067-b825-785b289665d2
PtsI	55	16d8b1ce-be42-4067-b825-785b289665d2
Sul1	62	16d8b1ce-be42-4067-b825-785b289665d2
TEM-1	68	16d8b1ce-be42-4067-b825-785b289665d2
Tet(A)	55	16d8b1ce-be42-4067-b825-785b289665d2
UhpT	66	16d8b1ce-be42-4067-b825-785b289665d2
CyaA	30	16e39555-e39d-4b56-84bd-56848d369ca6
DfrA7	38	16e39555-e39d-4b56-84bd-56848d369ca6
GlpT	24	16e39555-e39d-4b56-84bd-56848d369ca6
QacE	39	16e39555-e39d-4b56-84bd-56848d369ca6
TEM-1	41	16e39555-e39d-4b56-84bd-56848d369ca6
Tet(B)	47	16e39555-e39d-4b56-84bd-56848d369ca6
GlpT	70	16e68f7d-770a-47b0-b388-937c659b9d58
PmrB	81	16e68f7d-770a-47b0-b388-937c659b9d58
1	78	16f7253f-a448-4d8d-b06d-80eca42a13e4
2'-phosphotransferase	48	16f7253f-a448-4d8d-b06d-80eca42a13e4
AAC(3)-IId	62	16f7253f-a448-4d8d-b06d-80eca42a13e4
AadA2	79	16f7253f-a448-4d8d-b06d-80eca42a13e4
DfrA12	75	16f7253f-a448-4d8d-b06d-80eca42a13e4
GlpT	66	16f7253f-a448-4d8d-b06d-80eca42a13e4
ParE	71	16f7253f-a448-4d8d-b06d-80eca42a13e4
PmrB	71	16f7253f-a448-4d8d-b06d-80eca42a13e4
PtsI	69	16f7253f-a448-4d8d-b06d-80eca42a13e4
